Name	Locus_tag	StartV3	EndV3	StartV2	EndV2	Strand	Keeptot	Keeptrim	Id260210	OrigId	classif	S1_1_hyb28384002	S1_2_hyb28358602	S1_3_hyb29569102	S2_1_hyb28345202_01	S2_2_hyb28438702_01	S2_3_hyb29584002	S3_1_hyb28353902	S3_2_hyb28407302_01	S3_3_hyb29593702	S4_1_hyb28353602_01	S4_2_hyb29633702	S4_3_hyb29593902	S5_1_hyb28387702	S5_2_hyb29581902	S5_3_hyb29636602	S6_1_hyb28357602	S6_2_hyb29634602	S6_3_hyb29637702	nit_1_hyb32848302	nit_2_hyb32848802	nit_3_hyb32848702	ferm_1_hyb32835902	ferm_2_hyb32848502	ferm_3_hyb32875102	T.4.40H_1_hyb32876002	T.3.40H_1_hyb32860502	T.2.40H_1_hyb32875702	T.1.40H_1_hyb32874902	T.1.10H_1_hyb32875902	T.0.40H_1_hyb32860902	T0.0H_1_hyb32860102	T0.30H_1_hyb32876202	T1.0H_1_hyb34436402	T1.30H_1_hyb34528602	T2.0H_1_hyb34508402	T2.30H_1_hyb34549502	T3.0H_1_hyb34489302	T3.30H_1_hyb34489502	T4.0H_1_hyb34533902	T5.0H_1_hyb34489402	HiTm_1_hyb25345002	HiTm_2_hyb25344702	HiTm_3_hyb25347002	LoTm_1_hyb25348402	LoTm_2_hyb25348102	LoTm_3_hyb25348002	HiOs_1_hyb25346802	HiOs_2_hyb25344902	HiOs_3_hyb25347502	Heat_1_hyb25340602	Heat_2_hyb25344602	Heat_3_hyb25341002	Cold_1_hyb25347802	Cold_2_hyb25344502	Cold_3_hyb25340802	Etha_1_hyb25348602	Etha_2_hyb25340502	Etha_3_hyb25340702	Salt_1_hyb25345102	Salt_2_hyb25344802	Salt_3_hyb25347202	M40t45_1_hyb25414802	M40t45_2_hyb28390602	M40t45_3_hyb28463502	M40t90_1_hyb27061602	M40t90_2_hyb28384202_01	M40t90_3_hyb28384802_01	dia5_1_hyb25337802	dia5_2_hyb25340002	dia5_3_hyb25348502	dia15_1_hyb25321902	dia15_2_hyb25339602	dia15_3_hyb25339402	Diami_1_hyb27744802	Diami_2_hyb32848002	Diami_3_hyb27744702	Paraq_1_hyb29583002	Paraq_2_hyb32848102	H2O2_1_hyb32848202	H2O2_2_hyb32844902	H2O2_3_hyb27746602
yrzB	BSU27380	2797100	2797381	2796327	2796608	-1	TRUE	TRUE	-	-	-	-0.338	-0.8065	-0.5029	-0.881	-1.142	-1.0944	0.5259	0.3742	0.2	0.6904	0.2177	0.3964	0.3806	0.5226	0.4784	0.2115	0.0198	-0.2487	-0.5451	0.7003	-0.8323	-0.8229	-0.007	-0.3198	0.0969	0.1346	-0.356	-0.4201	-0.3482	-0.2776	-0.5653	-0.4698	-1.4623	-1.5686	-1.5231	-0.6818	-1.0165	-0.9369	-0.7815	-1.2265	0.1914	0.1624	-0.1567	0.8208	0.78	0.2812	0.3841	0.149	-0.2119	0.5001	0.3886	0.0063	-0.0963	-0.2969	-0.8053	-0.7209	-0.6488	-1.083	-0.6443	-0.7944	-0.8136	-0.3595	-0.7398	0.0172	-0.3758	-0.2597	0.2379	-0.1156	-0.2745	-0.1628	0.4726	0.468	-0.0506	0.0925	0.2061	-0.3677	0.1294	0.5767	0.3304	0.4575	-0.3415
yrrK	BSU27390	2797399	2797815	2796626	2797042	-1	TRUE	TRUE	-	-	-	-0.2842	-0.3046	-0.5283	-0.8085	-1.0431	-1.1421	0.5845	0.7648	0.1804	0.7824	0.5558	0.5307	0.6338	1.149	0.7003	0.4045	0.2277	0.0534	0.1839	0.9162	-0.2361	-0.542	0.3698	-0.11	-0.195	-0.3493	-0.5429	-0.5213	-0.607	-0.741	-0.6688	-0.7479	-1.0779	-1.3273	-1.4841	-0.5314	-0.8094	-0.549	-0.686	-1.0931	-0.1987	0.1776	0.282	1.0853	0.9928	1.1146	0.1257	-0.0276	0.2251	-0.0829	-0.0657	-0.5611	-0.2688	-1.1096	-1.3565	-0.8	-1.4843	-0.7278	-0.8491	-0.7752	-0.8993	-0.3616	-0.4172	0.3765	0.3961	-0.1174	0.3236	-0.0803	0.0722	-0.0912	0.0814	0.318	-0.9218	0.0931	0.2448	-0.3813	0.453	0.7613	0.3534	0.3771	-0.5749
yrzL	BSU27400	2797823	2798089	2797050	2797316	-1	TRUE	TRUE	-	-	-	-0.4625	-0.7143	-0.1317	-0.6778	-1.058	-1.3306	-0.7684	-0.3979	-1.331	-0.3616	-0.8799	-0.8433	-0.684	-0.5909	-0.1598	-1.7447	-2.5934	-1.1874	-0.6255	0.7529	-0.7987	-0.5446	0.1453	-0.7627	-0.1781	-0.4274	-0.5839	-0.7399	-0.3204	-0.7837	-0.8457	-0.4887	-0.8805	-1.0861	-1.1334	-0.3856	-0.8587	-0.7018	-0.6775	-1.4145	-0.2582	0.2753	0.2333	1.0959	0.9017	0.8838	0.1423	-0.0288	0.0472	0.3153	0.0211	-0.1179	-0.179	-0.8131	-1.2189	-0.5452	-0.8447	-0.4167	-0.8172	-1.0926	-0.8104	-0.277	-0.6937	0.2889	-0.0698	-0.1251	0.2648	0.1707	0.0235	-0.1945	0.2334	0.2056	-0.5482	-0.4632	0.1289	-0.5816	0.2591	0.7457	0.2175	0.4193	-0.4148
S1038	new_2798008_2799197	2798008	2799197	2797235	2798424	1	TRUE	TRUE	Id260210_1233	O_1238	indep-Ext	-0.0083	0.1765	-0.8393	0.5546	0.1991	-0.483	0.3877	0.0613	-0.1877	0.8809	0.4771	-0.0272	1.753	1.9087	1.5644	3.7476	4.0525	3.0744	0.3026	-0.1807	0.0752	-0.0311	-0.2157	0.4043	0.3989	0.2507	0.2497	0.1951	0.1456	-0.1219	-0.0842	0.8965	0.5793	0.8931	1.0814	0.7659	0.5141	0.8755	0.4859	0.7027	0.8341	0.2414	0.149	0.4402	0.1347	0.066	0.2347	0.8064	0.3231	0.721	-0.0108	0.1195	0.1648	0.3791	-0.0426	0.8553	0.8673	0.0007	-0.1683	-0.2446	0.0119	0.2633	-0.3155	-0.1927	-0.3246	-0.3026	-0.0567	0.013	0.2479	0.3474	-0.3067	-0.0035	0.4926	-0.1127	-0.7166	0.4244	0.0748	-0.6126	-0.6832	-0.6831	-0.0362
S1039	new_2798090_2798150_c	2798090	2798150	2797317	2797377	-1	TRUE	TRUE	Id260210_1234	O_1239	5'	-0.954	-0.9308	-0.106	-0.637	-0.8551	-2.1446	-0.7575	-0.2887	-1.5079	-0.4894	-1.0982	-0.6719	-0.9981	-1.2868	-0.2209	-1.8013	-2.5903	-2.6791	-0.7002	0.8322	-0.9081	-1.1197	0.3447	-0.9267	-0.2993	-0.384	-0.6154	-0.8565	-0.7092	-0.7594	-0.9868	-0.4582	-0.6292	-0.6818	-1.1383	-0.2491	-0.6072	-0.4173	-0.6606	-1.0911	-0.1794	0.3634	0.4626	1.1176	0.5301	1.2558	0.3172	0.0976	0.3955	-0.1548	-0.2515	-0.5298	0.1719	-1.5407	-1.9624	-0.2947	-2.5993	-1.3997	-0.781	-0.8429	-0.9608	-0.1832	-0.9576	0.1369	0.1735	-0.0236	0.4941	0.3401	-0.0248	-0.6188	0.2175	0.1391	-0.8846	-0.5558	0.0052	-0.6955	0.2732	0.7526	-0.0133	0.3955	-0.5065
alaS	BSU27410	2798174	2800810	2797401	2800037	-1	TRUE	TRUE	-	-	-	-0.6059	-1.1278	-0.6336	-1.7457	-2.0969	-2.4614	-1.3701	-1.5819	-1.7392	-0.9981	-1.6358	-1.9598	-1.5679	-1.9977	-1.8268	-2.6325	-4.7703	-2.8585	-0.9742	0.4444	-1.2665	-1.4431	-0.3039	-1.205	-0.2408	-0.4313	-0.4973	-0.601	-0.5265	-0.9353	-0.7769	-2.2972	-2.1882	-2.5814	-2.7834	-2.0382	-2.7958	-2.4966	-2.7223	-3.2512	0.2244	0.3955	0.0998	-0.6727	-1.1543	-0.9974	-0.255	-0.697	-0.5193	-0.0388	-0.074	-0.384	-0.8268	-1.6642	-2.1485	-2.5182	-2.7199	-2.0849	-1.1438	-1.2449	-1.072	-0.2104	-1.5424	0.05	0.1523	-0.1331	0.2165	-0.8203	-0.9442	-1.0794	-0.0791	0.1955	-1.1701	-0.6837	-0.1566	-0.9558	0.052	0.8364	0.0698	0.379	-0.6451
S1040	new_2800811_2800889_c	2800811	2800889	2800038	2800116	-1	TRUE	TRUE	Id260210_1235	O_1240	intra	0.4391	-0.0036	0.4329	-0.7796	-1.4711	-1.8882	-0.166	-0.5995	-1.1328	0.3226	-1.2317	-0.7329	-0.4801	-1.0707	-0.3532	-1.9883	-4.1225	-1.9734	-1.4137	0.0543	-1.6391	-1.9401	-0.7866	-1.5191	-0.2839	0.0203	-0.4516	-0.5216	-0.6215	-0.6253	-0.7594	-2.4611	-2.7264	-3.3751	-3.2762	-2.4498	-2.9503	-2.9948	-2.7904	-3.0992	-0.395	0.4169	0.9417	-0.0782	-0.6028	0.0537	0.336	-0.1086	0.4131	0.1439	0.0121	-0.3201	-1.5767	-2.3983	-2.775	-1.8518	-2.1848	-1.8002	-1.6248	-1.7746	-1.3149	-0.6334	-1.7196	-0.0061	-0.0491	-0.3867	0.3395	-0.5946	-0.9328	0.0827	0.3737	0.4973	0.3185	-0.7166	-0.1636	-1.2846	0.3293	0.8533	0.0453	0.6972	-0.7165
NA	BSU_misc_RNA_40	2800890	2801097	2800117	2800324	-1	TRUE	TRUE	-	-	-	0.6547	0.4967	0.6767	-0.4141	-0.9653	-1.5199	-0.0119	-0.0541	-0.7599	0.8165	0.008	-0.3577	0.4609	0.053	0.5214	-0.2667	-2.4872	-0.5184	-1.0877	0.2463	-1.2373	-1.5246	-0.5318	-1.1057	-0.2906	-0.1538	-0.3839	-0.5504	-0.6632	-0.5923	-0.8443	-2.341	-2.6413	-3.2535	-3.1836	-2.3654	-2.9665	-2.8997	-2.7674	-3.0726	-1.1851	0.3984	0.539	-0.0569	-0.3917	-0.1304	0.4332	0.4869	0.5235	0.2431	0.054	-0.2271	-1.6817	-2.2847	-2.6504	-1.8677	-1.937	-1.4648	-1.3733	-1.7285	-1.4956	-0.5238	-1.6876	0.1248	-0.1048	-0.2975	0.2139	-0.6686	-0.7097	-0.7482	0.303	0.2299	-0.418	-0.4981	-0.5186	-0.79	0.3896	0.7483	-0.1406	0.074	-0.3608
yrrI	BSU27420	2801141	2802202	2800368	2801429	-1	TRUE	TRUE	-	-	-	0.7162	0.3762	0.155	0.7234	0.1882	-0.1691	1.1253	1.0062	2.5605	4.1969	3.7865	2.9274	4.7827	4.5016	4.545	4.4311	2.7496	3.4968	2.4847	1.366	2.2813	1.9428	0.7729	2.6544	-0.198	-0.3565	-0.54	-0.7315	-0.8631	-1.0426	-1.0447	-0.3033	-0.6456	-0.3078	-0.0442	-0.3036	-0.5703	-0.2002	-0.171	0.2896	-0.0931	0.0592	0.044	0.5483	0.4782	1.089	-0.0554	0.1046	-0.1001	0.4388	0.0058	0.2975	-0.2531	-0.1488	-0.2463	0.14	0.3166	-0.2005	-0.3639	-0.3369	-0.3859	0.1811	0.2502	0.0616	-0.228	-0.0255	-0.0734	0.0183	0.0564	-0.0105	-0.1188	0.0228	0.5052	-0.3185	-0.5162	0.2672	-0.1413	-0.105	-0.4484	-0.1645	0.1603
S1041	new_2802122_2802357	2802122	2802357	2801349	2801584	1	TRUE	TRUE	Id260210_1236	O_1241	5'	0.1876	-0.1313	-0.5808	2.3675	3.091	2.2238	8.0856	7.9178	7.2891	8.6618	8.2785	8.0067	9.007	8.2752	8.8152	9.1417	9.3653	8.2072	2.5578	0.7748	1.9513	2.4233	0.667	2.3519	-1.1974	-1.6052	-2.3098	-2.6872	-2.7821	-3.0093	-3.2924	-2.3419	-2.5535	-2.3526	-1.8634	0.238	0.8696	1.7841	2.1019	1.8466	-2.0238	-3.1199	-2.1206	3.4657	3.7298	4.7705	0.2287	0.0939	0.0147	0.4912	-0.1618	0.3401	0.0975	0.2298	0.2188	1.3474	1.2143	0.8288	0.1478	0.2682	-0.938	0.2618	0.3863	-0.1482	-0.3234	0.1425	-0.0232	0.2131	0.3553	0.2348	-0.1966	-0.1371	0.7981	-0.3423	-0.6883	0.3869	-0.4436	-0.5022	-0.7206	-0.596	0.1216
glnQ	BSU27430	2802358	2803086	2801585	2802313	1	TRUE	TRUE	-	-	-	0.3677	0.1606	-0.4845	2.1502	2.6402	2.3005	8.3433	7.68	8.2686	8.7089	8.6748	8.1283	8.7729	9.2343	8.4436	8.9309	9.6394	8.2438	1.4638	0.235	1.4484	1.6828	0.3065	1.7538	-1.0194	-1.5301	-1.9578	-2.3014	-2.4509	-2.6433	-2.772	-1.7927	-1.9619	-1.7018	-1.2926	0.4609	1.2635	1.9788	2.3321	2.1158	-1.3297	-2.3242	-1.5346	3.1713	3.617	4.4525	0.0779	0.2792	0.0214	0.6212	0.2163	0.4912	0.0867	0.314	0.1855	3.2005	2.9621	2.8736	0.3947	0.4682	-0.4085	0.31	0.5208	-0.1561	-0.3457	0.1361	-0.1659	0.1598	0.2326	0.2344	-0.0892	-0.077	0.7248	-0.2703	-0.5756	0.5081	-0.3974	-0.7007	-0.6738	-0.632	0.1392
glnH	BSU27440	2803108	2803929	2802335	2803156	1	TRUE	TRUE	-	-	-	0.442	0.1608	-0.2412	2.1526	2.5318	2.2007	8.5103	7.8761	8.1753	8.7115	8.4775	8.2729	8.8547	8.8874	8.6221	9.0024	9.4664	8.2179	1.5665	0.3246	1.5094	1.5717	0.255	1.8494	-0.9149	-1.6146	-1.913	-2.3187	-2.4739	-2.6208	-2.9237	-1.7768	-2.1413	-1.8444	-1.4489	0.4112	1.205	2.01	2.3633	2.0765	-1.8734	-2.454	-1.6774	2.7942	3.2302	4.1145	-0.0159	0.2897	-0.0079	0.8096	0.473	0.5914	0.0783	0.3073	0.1024	3.3817	2.6662	2.6187	0.4964	0.6241	-0.3238	0.3083	0.5139	-0.1857	-0.2877	0.0921	-0.0822	0.1901	0.306	0.299	-0.0154	-0.0557	0.714	-0.2589	-0.5873	0.5148	-0.4856	-0.5974	-0.653	-0.5622	0.1898
glnM	BSU27450	2803990	2804640	2803217	2803867	1	TRUE	TRUE	-	-	-	0.4181	0.1004	-0.3481	1.3917	1.3014	0.8029	6.9675	6.3833	6.6471	7.4187	6.9921	6.3338	7.4163	7.3854	7.2207	7.6748	7.8796	6.8607	0.6443	-0.0513	0.5128	0.8382	-0.0695	0.7622	-0.6717	-1.0968	-1.2642	-1.4849	-1.7197	-1.7933	-1.8268	-0.71	-0.945	-0.7019	-0.3355	0.4572	0.9825	1.8474	2.1148	1.7485	-0.7291	-1.1752	-0.6668	3.5219	3.7018	4.2229	0.1205	0.3311	0.0227	0.6105	0.0464	0.4611	0.0438	0.3246	0.2336	1.7644	1.6047	1.325	0.2145	0.4084	0.014	0.2492	0.4428	-0.1688	-0.233	0.1377	-0.1754	0.3004	0.3034	0.1636	0.0488	-0.0247	0.7189	-0.2421	-0.6156	0.5359	-0.4012	-0.7671	-0.6086	-0.4929	0.2106
glnP	BSU27460	2804657	2805313	2803884	2804540	1	TRUE	TRUE	-	-	-	0.2423	0.2138	-0.2546	1.222	1.3092	0.7931	6.8101	6.2756	6.0206	7.0521	6.542	6.1141	7.1151	6.9677	7.0556	7.2822	7.4308	6.6672	0.6298	-0.0251	0.7951	0.6428	-0.0171	0.9443	-0.6787	-1.1007	-1.1857	-1.4456	-1.7323	-1.7911	-1.7877	-0.7897	-1.1214	-0.7901	-0.4305	0.34	0.7086	1.4567	1.6931	1.3452	-0.7923	-1.1694	-0.6253	3.3392	3.5314	4.0707	0.1011	0.3277	0.0798	0.6971	0.2196	0.5356	0.1089	0.3973	0.2418	1.6513	1.6591	1.3059	0.2462	0.2779	0.0491	0.2609	0.4238	-0.1914	-0.2568	0.0615	-0.1544	0.1166	0.257	0.2246	0.0346	0.0695	0.7487	-0.2433	-0.4809	0.599	-0.4548	-0.5656	-0.6673	-0.5066	0.2425
yrzQ	BSU27468	2805348	2805479	2804575	2804706	-1	TRUE	TRUE	-	-	-	-0.3486	-0.2169	-1.0283	0.3843	0.3779	0.3071	5.5856	5.4645	5.483	6.2426	6.4395	5.8186	7.4854	7.823	7.7184	8.1232	8.2375	7.182	5.109	6.0973	4.2252	4.5157	5.681	4.9073	-1.1544	-2.5803	-3.5442	-3.7496	-3.9436	-3.9858	-4.1725	-3.1331	-3.5752	-3.3101	-3.1511	-2.639	-2.176	-1.2683	-0.8047	-0.3369	-3.8178	-3.7324	-3.1196	-0.1438	0.2181	1.1794	-2.6863	-1.8639	-1.8616	0.5274	0.3002	0.4853	0.4448	0.2304	0.2778	0.9073	0.9952	1.0156	0.0216	0.2093	-0.8709	-0.2521	-0.1669	-0.04	-0.1708	-0.3637	0.0184	-0.2728	-0.1499	-0.7233	1.1746	1.661	0.8334	-0.393	-0.3386	0.023	0.3253	0.433	0.184	1.1076	0.9496
yrzR	BSU27469	2805501	2805692	2804728	2804919	-1	TRUE	TRUE	-	-	-	0.0582	0.0341	-0.3612	0.797	0.7677	0.74	5.4685	5.4384	5.5293	6.2573	6.2643	5.8946	7.2022	7.5604	7.771	8.0667	8.0696	6.9777	5.0348	6.0176	4.4128	4.5465	5.549	5.0201	-1.1637	-2.3865	-3.2004	-3.3994	-3.4126	-3.4274	-3.6396	-2.7787	-3.2955	-3.0847	-3.0508	-2.3386	-1.8501	-1.0169	-0.4732	-0.1529	-3.6873	-3.3724	-2.8377	-0.1407	0.5635	1.2509	-2.4487	-1.5721	-1.8506	0.5424	0.3243	0.1506	0.3887	0.0783	-0.0918	0.9175	0.7328	0.623	-0.1913	0.0585	-0.7039	-0.033	-0.0926	-0.0074	-0.012	-0.4495	0.0199	-0.3471	-0.2962	-0.5926	1.2487	1.5203	0.7073	-0.3072	-0.2197	-0.1448	0.3045	0.5662	0.7259	1.2383	1.0255
yrrD	BSU27470	2805704	2806228	2804931	2805455	-1	TRUE	TRUE	-	-	-	0.2694	0.2136	0.2334	0.8619	0.7666	1.1253	1.3919	1.0552	5.1884	5.5365	5.7783	5.5965	8.0903	8.2129	8.4548	8.29	8.4142	8.3122	4.8372	6.1276	4.4612	4.6506	5.7055	5.142	-1.1934	-2.5529	-3.4397	-3.8104	-3.8168	-4.0853	-4.2277	-3.1688	-3.3785	-3.299	-3.1561	-2.8717	-3.1474	-2.9628	-2.5942	-1.12	-3.8574	-3.7867	-3.4844	-2.348	-1.7233	-0.1321	-2.9186	-2.03	-2.3968	0.6993	0.682	0.3706	0.5121	0.5765	0.1347	0.452	1.0213	0.3428	-0.1935	0.0181	-0.662	-0.0148	-0.2331	-0.0028	-0.077	-0.3781	-0.0808	-0.4114	-0.3337	-0.6052	1.3571	1.789	1.3352	-0.385	-0.0487	-0.0906	0.3507	0.7301	1.2021	1.6983	1.1004
yrrC	BSU27480	2806286	2808682	2805513	2807909	-1	TRUE	TRUE	-	-	-	-0.9593	-1.1797	-0.729	-0.9794	-1.3605	-1.4623	-0.927	-1.0325	-1.7181	-1.0244	-1.3476	-1.8735	-1.6971	-1.687	-1.449	-2.2707	-3.8826	-2.1741	-1.1853	0.217	-1.2605	-1.2419	0.0422	-0.5887	-0.1068	-0.3991	-0.4575	-0.6372	-0.476	-0.703	-0.8796	-2.1887	-2.1853	-2.1671	-2.2183	-1.5694	-2.0242	-1.7239	-1.7229	-2.0138	0.0246	0.2444	-0.112	-0.0695	-0.5064	-0.5936	0.0273	-0.3625	-0.3528	0.766	0.9391	0.3697	1.8353	1.276	0.463	-0.6565	-0.7046	-0.4818	-0.0316	-0.0755	0.0657	-0.0705	-2.3201	0.1808	0.0719	-0.296	0.1589	-1.1912	-0.4035	-1.0193	2.3771	2.3385	0.5608	-0.0672	0.4529	0.0988	0.9203	1.1691	1.4286	1.7508	0.9758
S1042	new_2806566_2806915	2806566	2806915	2805793	2806142	1	TRUE	TRUE	Id260210_1238	O_1243	indep-Ext	0.056	-0.0007	-0.8224	0.5395	0.0228	-0.4349	2.1302	2.1903	2.8317	4.9855	3.7716	3.2153	5.176	5.0551	5.1729	4.6305	2.6481	4.2001	2.8487	2.139	2.8713	2.3167	1.2517	3.4224	-0.2042	-0.4845	-0.8025	-0.796	-1.0289	-1.2115	-1.2317	-0.3333	-0.5807	-0.1553	0.0903	-0.3212	-0.3644	0.0083	0.3226	1.2273	-0.3165	-0.8294	-0.3553	1.237	1.3014	2.3173	-0.8883	0.0076	-0.2019	0.8534	0.1829	0.2286	0.2677	0.6811	0.2768	0.8376	0.894	-0.1375	0.1339	-0.3503	0.0626	0.1797	-0.5319	-0.2799	-0.2503	-0.0671	-0.0912	-0.0052	0.2226	0.0571	-0.0743	0.0927	0.8225	-0.2269	-0.6178	0.2204	-0.114	-0.4406	-0.719	-0.5672	-0.2651
yrrB	BSU27490	2808707	2809327	2807934	2808554	-1	TRUE	TRUE	-	-	-	-0.7349	-0.9302	-0.6749	-0.8164	-1.1015	-1.0573	-0.9611	-0.957	-1.4681	-0.8126	-1.3011	-1.6215	-1.3075	-1.199	-1.175	-2.1079	-3.9463	-1.9097	-1.2278	0.3757	-1.1442	-1.0857	0.2262	-0.4894	-0.0886	-0.344	-0.5542	-0.5162	-0.3556	-0.3	-0.783	-1.7459	-1.942	-2.089	-2.0284	-1.3102	-1.8667	-1.4397	-1.5044	-1.9203	0.0125	0.3937	-0.1676	0.0232	-0.316	-0.4952	-0.0186	-0.3449	-0.2333	0.7706	0.9522	0.4623	1.844	1.292	0.7297	-0.6674	-0.8058	-0.3731	0.1732	-0.0602	0.0907	-0.2201	-2.381	0.2171	0.2026	-0.3287	0.3788	-0.9806	-0.1557	-0.4641	2.5392	2.2364	0.6487	0.0564	0.4396	0.3786	0.4621	1.0894	1.3261	1.475	1.0245
trmU	BSU27500	2809413	2810528	2808640	2809755	-1	TRUE	TRUE	-	-	-	-0.5491	-0.708	-0.82	-1.2613	-1.7885	-1.5558	-0.5252	-1.0288	-1.2014	-0.7591	-0.7088	-1.5357	-0.6033	-0.4278	-0.8216	-1.1749	-4.0985	-1.4154	-0.7777	0.4268	-0.9277	-1.2903	0.2567	-0.2647	0.1385	-0.0774	-0.5712	-0.3412	-0.0468	0.0428	-0.3102	-1.1799	-1.4894	-1.8487	-2.0773	-1.3291	-1.6803	-1.1827	-1.2059	-1.5938	0.3471	0.2367	-0.2354	0.1461	-0.4126	-0.4281	0.1629	-0.1138	-0.0711	0.6477	0.7409	0.3397	1.9019	1.7928	0.8973	-1.6728	-1.5574	-1.1362	0.6613	0.4468	0.4916	-0.6022	-2.0199	0.1323	0.0672	-0.1131	0.3859	0.0688	0.6531	0.2277	1.9967	1.9698	0.0785	1.2672	1.2939	0.9544	0.7114	0.8936	1.2487	1.4172	0.6438
iscS	BSU27510	2810559	2811698	2809786	2810925	-1	TRUE	TRUE	-	-	-	-0.2284	-0.6485	0.098	-0.5108	-1.0428	-0.9964	0.0608	-0.1664	-0.3789	0.0683	-0.4695	-0.6859	-0.0733	-0.1897	0.3913	-0.601	-3.1647	-0.524	-0.6031	0.6153	-0.4797	-1.037	0.5545	0.2881	-0.1361	-0.5745	-0.8344	-0.69	-0.5313	-0.2463	-0.7154	-1.3627	-1.6526	-1.9905	-2.2377	-1.4338	-1.605	-1.2222	-1.1948	-1.6835	0.0726	0.4696	-0.1027	0.4819	-0.0006	-0.0502	0.161	-0.1327	-0.1923	0.4866	0.6484	0.2234	1.9379	1.3831	0.7405	-0.9592	-1.2963	-0.7927	0.4462	0.4132	0.584	-0.37	-1.8682	0.2248	0.2047	-0.3137	0.4515	0.7094	0.9647	0.6631	2.4708	1.9402	0.1306	1.6235	1.7314	1.1279	0.4315	1.2119	1.2047	1.5421	0.744
cymR	BSU27520	2811717	2812133	2810944	2811359	-1	TRUE	TRUE	-	-	-	0.5676	0.5934	0.6322	0.4273	-0.1724	-0.5739	0.9309	0.8718	-0.3049	1.144	0.5728	0.3417	0.8201	0.8	1.0833	0.157	-2.2299	0.2334	-0.2815	1.033	-0.0863	-0.6741	0.7644	0.6977	-0.2758	-0.4491	-0.876	-0.9614	-0.9404	-0.5659	-1.1719	-2.0192	-2.0343	-2.2672	-2.2817	-1.3768	-1.5063	-1.0727	-1.1278	-1.666	-0.4845	0.4558	0.4762	0.6149	-0.0289	0.2135	0.5677	-0.007	0.3129	0.7898	0.5586	0.0979	1.6293	1.272	0.4281	-0.7198	-1.3529	-0.4765	0.4928	0.3012	0.4073	-0.4366	-1.4261	0.0859	0.2157	-0.397	0.2292	-0.6226	-0.3236	-0.477	0.9051	0.9309	-0.364	-0.742	-0.1522	-0.8435	0.1899	0.9913	0.3871	0.8835	0.0468
S1043	new_2812134_2812231_c	2812134	2812231	2811360	2811457	-1	TRUE	TRUE	Id260210_1239	O_1244	5'	1.1489	0.6673	0.67	1.0648	-0.2264	-0.4735	0.9628	0.9342	-1.2718	1.6159	-0.2884	0.9176	1.078	0.21	1.1755	0.0372	-3.2435	-0.3016	-0.2266	1.8306	0.3132	-1.3042	1.8325	0.7804	-0.0361	-0.077	-0.6405	-0.3786	-0.5791	-0.284	-0.5949	-1.2872	-1.3214	-1.6676	-2.9177	-0.9596	-0.7008	-0.6609	-1.0154	-1.2575	-2.8193	1.3194	0.6027	0.4288	0.7324	0.4626	0.473	0.6961	0.3209	-0.4662	-0.6304	-0.8278	1.6838	-0.2226	0.5938	-0.9893	-2.107	-0.9851	0.6287	-0.5524	0.7884	-0.4747	-1.735	0.5336	-0.2679	-1.4325	-0.3353	-0.2381	-0.0202	0.3994	1.467	0.9066	-0.953	0.1863	-0.764	-0.5669	0.8838	1.3709	1.2436	1.0839	0.2786
yrvN	BSU27530	2812336	2813601	2811562	2812827	1	TRUE	TRUE	-	-	-	0.69	0.6046	0.6868	0.3901	0.4124	-0.003	0.5105	0.4949	-0.1516	0.5327	0.1336	-0.4461	0.0062	0.1212	0.1873	-0.5257	-1.1792	-0.5151	-0.8093	0.2384	-0.9945	-1.0243	-0.2152	-0.9562	-0.3374	-0.4637	-0.5803	-0.6673	-0.4357	-0.6375	-0.7377	-0.1011	-0.6204	-0.701	-0.7781	-0.1565	-0.7741	-0.6097	-0.6598	-1.0952	0.1082	0.349	0.2048	0.3139	0.0257	-0.026	1.0035	0.8303	0.7349	0.5763	0.4294	0.1596	-0.021	-0.5023	-0.7842	0.3732	0.145	0.5224	0.2674	0.0602	0.0917	-0.0779	0.1595	0.0337	0.2325	-0.1083	0.5916	1.1345	1.0869	0.7694	2.1673	1.1913	-0.0259	1.3538	1.7293	1.1429	0.6812	0.9719	0.8389	1.178	0.7203
yrvM	BSU27540	2813643	2814407	2812869	2813633	-1	TRUE	TRUE	-	-	-	1.1859	1.5484	1.4426	0.1915	0.2753	0.0466	0.6192	0.6661	-0.2534	0.5932	0.3961	-0.1756	0.2104	0.9233	0.6943	-0.4598	-1.4403	-0.2198	-1.5033	0.3492	-1.1046	-1.7049	0.1919	-0.4987	0.0487	-0.3711	-0.7297	-0.9737	-0.7699	-1.0085	-1.3934	-0.9388	-1.4152	-1.3256	-1.3704	-0.9264	-1.3216	-1.0669	-0.7329	-1.6397	-0.1816	0.5684	0.4318	1.2339	1.197	1.1947	0.2118	0.225	0.2055	0.7661	0.5699	0.1417	0.5204	-0.0492	-0.7163	-3.2605	-2.9934	-3.1051	-0.0299	0.0269	-0.1173	-0.3622	-1.2554	0.0738	-0.0453	-0.4608	0.1131	-1.5861	-0.9939	-1.181	1.2	1.1106	-0.92	-1.3003	-0.9155	-1.3908	0.7422	0.9839	0.2259	0.4389	-0.3986
